Open_time,Open,High,Close,Volume,Close_time,Qoute_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Can_be_ignored
1634436000000,61077.62000000,65000.00000000,60550.00000000,61093.36000000,12.01455900,1634439599999,732995.81286641,2463,10.64097800,649325.68442588,0
1634439600000,61095.46000000,61357.95000000,61044.45000000,61115.86000000,9.52501200,1634443199999,583111.96175714,2588,8.39367700,513844.70845718,0
1634443200000,61115.86000000,61248.45000000,60900.01000000,60900.76000000,9.54372300,1634446799999,582853.07611674,2226,8.30040300,506929.94009685,0
1634446800000,60912.36000000,67154.27000000,57124.85000000,60648.87000000,13.95934500,1634450399999,841696.05628111,2443,10.35396500,625711.61397728,0
1634450400000,60648.87000000,60828.42000000,60569.97000000,60672.91000000,9.61018300,1634453999999,583253.11764487,2597,8.30477500,504032.93729275,0
1634454000000,60671.99000000,66737.32000000,60238.79000000,60336.30000000,11.19780200,1634457599999,679386.52461933,2847,9.42754500,571996.13734556,0
1634457600000,60329.54000000,63053.73000000,56837.11000000,60671.33000000,22.61371300,1634461199999,1349638.42585291,5209,17.45799600,1039403.46632498,0
1634461200000,60671.33000000,61637.23000000,60422.46000000,61218.40000000,15.11343300,1634464799999,920962.55459131,4034,10.75656200,655862.06050897,0
1634464800000,61222.81000000,63000.00000000,60482.78000000,61144.00000000,16.38358500,1634468399999,1001689.41942398,4137,12.59201700,770363.52602278,0
1634468400000,61131.79000000,62500.00000000,60860.00000000,60945.88000000,12.17333300,1634471999999,744367.72679288,2941,10.69459900,654035.95348683,0
1634472000000,60939.90000000,62135.58000000,60670.00000000,60857.51000000,14.22530400,1634475599999,865356.64633246,3356,11.55206700,702724.99339032,0
1634475600000,60858.20000000,61270.01000000,60648.86000000,61011.47000000,15.13522000,1634479199999,922711.28380309,4082,12.62451800,769598.13250154,0
1634479200000,61011.48000000,61075.78000000,60756.99000000,61020.99000000,11.46156700,1634482799999,697864.59999339,2414,10.26182300,624833.26798413,0
1634482800000,61005.83000000,300000.00000000,60482.78000000,60743.03000000,19.88893200,1634486399999,1209562.72293841,3999,15.04152000,915193.70025793,0
1634486400000,60761.42000000,60999.52000000,60660.65000000,60971.39000000,14.95291200,1634489999999,909803.84705399,3003,13.23593600,805333.12680479,0
1634490000000,60971.32000000,61076.50000000,56679.76000000,61028.59000000,19.84292800,1634493599999,1180134.87493167,3203,16.00019500,950042.99272126,0
1634493600000,61027.12000000,61080.12000000,60770.00000000,60973.01000000,7.92213500,1634497199999,482837.56478031,1949,6.52103600,397460.08627951,0
1634497200000,60973.02000000,60994.32000000,60265.50000000,60519.49000000,13.57622300,1634500799999,822922.68550787,3321,10.90189200,660915.25950665,0
1634500800000,60519.49000000,60519.49000000,56738.76000000,59394.80000000,23.30207200,1634504399999,1386438.17227479,6488,22.43012800,1334553.75839471,0
1634504400000,59394.80000000,60690.00000000,56512.99000000,60630.47000000,16.39975700,1634507999999,981133.52633575,3670,14.21115900,851930.95203467,0
1634508000000,60626.69000000,64731.00000000,55733.53000000,61300.00000000,20.02469800,1634511599999,1210853.75164205,3427,16.40870800,996440.55189490,0
1634511600000,61275.00000000,62049.06000000,61034.48000000,61525.02000000,13.72022200,1634515199999,842481.26669456,2479,13.10131700,804480.64939869,0
1634515200000,61528.33000000,62831.90000000,60730.00000000,62466.91000000,18.12646500,1634518799999,1123765.37000834,3361,16.69527800,1035392.52065006,0
1634518800000,62460.74000000,64500.00000000,51217.36000000,62096.65000000,18.81656300,1634522399999,1165377.59957815,3154,14.10803300,878330.68622451,0
1634522400000,62098.05000000,68000.00000000,51217.36000000,62111.26000000,16.14808600,1634525999999,996399.01030439,3040,12.20526500,756088.29108701,0
1634526000000,62096.14000000,62271.31000000,61883.55000000,62118.99000000,10.18411300,1634529599999,632551.81438718,2065,9.46857400,588126.41720708,0
1634529600000,62123.88000000,62418.00000000,62001.01000000,62376.50000000,13.21397500,1634533199999,821150.28950534,4820,10.95789400,680994.80552729,0
1634533200000,62371.15000000,79500.00000000,62135.00000000,62383.04000000,11.91508700,1634536799999,743301.70892012,2518,10.43549400,651020.61714767,0
1634536800000,62366.50000000,77830.50000000,62135.00000000,62255.62000000,10.46459100,1634540399999,652199.94964009,2107,9.13976200,569609.02872598,0
1634540400000,62255.62000000,70000.00000000,51217.36000000,61886.49000000,21.65440900,1634543999999,1302781.14931406,3397,16.23294700,992446.53047738,0
1634544000000,61885.42000000,65000.00000000,51217.36000000,61800.20000000,19.39221900,1634547599999,1191614.43518277,3622,17.16185800,1059375.98534200,0
1634547600000,61800.54000000,65000.00000000,51217.36000000,61240.22000000,20.58711000,1634551199999,1247739.12725231,3815,17.14264700,1049478.75959459,0
1634551200000,61245.60000000,61516.70000000,60661.13000000,61316.13000000,18.27043700,1634554799999,1115278.75399044,3609,16.94594600,1034487.88087995,0
1634554800000,61316.13000000,61706.27000000,60711.02000000,60925.92000000,17.36663300,1634558399999,1061706.64529024,3313,14.74219600,901175.53801949,0
1634558400000,60921.68000000,61500.00000000,58720.89000000,60616.98000000,17.73514900,1634561999999,1079241.36575657,3213,15.67868100,954229.23701420,0
1634562000000,60592.08000000,78855.11000000,51217.36000000,61823.00000000,22.14851500,1634565599999,1345372.81138597,4337,20.17260400,1226157.19247701,0
1634565600000,61823.00000000,62451.50000000,61210.91000000,62069.07000000,19.73632100,1634569199999,1222395.77108243,3683,16.94644700,1049739.59022093,0
1634569200000,62089.27000000,62170.59000000,60920.00000000,62000.01000000,20.92035700,1634572799999,1294822.16016975,3729,16.74651600,1036635.47201078,0
1634572800000,62003.04000000,62365.77000000,60830.00000000,61809.00000000,20.55021300,1634576399999,1272697.45992748,3655,16.79985900,1040474.95068079,0
1634576400000,61820.78000000,62086.95000000,60810.00000000,61734.27000000,16.19493400,1634579999999,1002554.04071734,2818,12.12349600,750711.18526260,0
1634580000000,61738.07000000,120000.00000000,52299.08000000,61851.70000000,19.58506500,1634583599999,1200332.28932417,3826,13.55854200,835673.61253477,0
1634583600000,61845.09000000,61863.05000000,60841.00000000,61448.53000000,15.76933300,1634587199999,967247.42745851,2710,14.06914400,862957.85369611,0
1634587200000,61434.64000000,73731.05000000,51217.36000000,61343.14000000,15.11417500,1634590799999,919163.74841293,2465,12.49747800,764911.31948981,0
1634590800000,61343.18000000,65000.00000000,61090.00000000,61794.93000000,11.64445800,1634594399999,716593.03864714,1925,9.54538900,587321.23922157,0
1634594400000,61794.90000000,70000.00000000,61583.16000000,62071.81000000,12.81918600,1634597999999,791936.54816623,2235,11.19121800,691411.24291633,0
1634598000000,62071.76000000,64000.00000000,51217.36000000,62049.99000000,17.33091700,1634601599999,1061686.56023957,2861,12.96942200,797349.67892777,0
1634601600000,62009.84000000,63705.30000000,51217.36000000,61874.30000000,17.42831500,1634605199999,1076734.45615292,2892,14.59568100,904128.54879759,0
1634605200000,61857.75000000,63755.89000000,61262.02000000,61809.57000000,13.48723300,1634608799999,834419.72877336,2801,12.71815200,786807.26701057,0
1634608800000,61821.97000000,61923.85000000,60580.00000000,61744.45000000,9.81763800,1634612399999,606164.65520176,2330,8.88451500,548797.24479774,0
1634612400000,61744.45000000,99000.00000000,52708.36000000,62586.00000000,19.14127100,1634615999999,1188411.62185162,3608,16.30553000,1017518.23815236,0
1634616000000,62588.86000000,62812.52000000,62135.48000000,62427.34000000,13.26050100,1634619599999,830244.66556901,2673,12.02069100,752535.45656680,0
1634619600000,62428.26000000,62557.96000000,62299.48000000,62475.59000000,12.80666800,1634623199999,799359.53288710,3164,10.94732300,683304.73012341,0
1634623200000,62476.65000000,63245.67000000,61392.50000000,62194.43000000,15.33549700,1634626799999,954545.13534414,3457,13.25500000,825059.47873601,0
1634626800000,62188.89000000,62365.40000000,52708.36000000,62295.75000000,18.28920100,1634630399999,1122644.27306585,3930,15.08359300,928056.01731396,0
1634630400000,62296.14000000,62381.36000000,61765.07000000,62381.36000000,15.56123000,1634633999999,966249.20577527,3383,12.14834200,754452.35100076,0
1634634000000,62381.36000000,62483.09000000,57049.05000000,62132.89000000,17.25413200,1634637599999,1069736.69243012,3453,12.81422800,795497.81476761,0
1634637600000,62135.91000000,62399.29000000,54094.06000000,62249.86000000,12.78491500,1634641199999,792915.80934055,2461,9.74915200,605413.81226882,0
1634641200000,62247.74000000,62300.00000000,62071.32000000,62128.40000000,10.98357000,1634644799999,683140.10258352,2057,9.44099300,587184.40586680,0
1634644800000,62113.09000000,62485.85000000,61869.80000000,62243.01000000,17.55566700,1634648399999,1091958.29060510,3429,14.39457300,895539.85835472,0
1634648400000,62223.66000000,63266.85000000,62070.00000000,62618.29000000,25.21807100,1634651999999,1578931.22279383,5870,21.96684700,1375732.63022209,0
1634652000000,62604.42000000,63455.62000000,54208.60000000,62528.63000000,28.85936800,1634655599999,1791917.00696210,6618,19.89855300,1237188.00539602,0
1634655600000,62528.63000000,62768.23000000,60950.00000000,62393.05000000,19.15697000,1634659199999,1198898.68015406,4789,15.74029300,985180.41164331,0
1634659200000,62393.05000000,63094.11000000,62315.71000000,63094.11000000,20.39261200,1634662799999,1278177.92263577,4806,17.85130500,1119172.06980129,0
1634662800000,62604.91000000,63468.14000000,62201.55000000,63406.23000000,19.81848700,1634666399999,1253388.13290827,5298,16.83579700,1065282.72230369,0
1634666400000,63411.27000000,63608.00000000,59200.00000000,63429.99000000,18.38255300,1634669999999,1163027.07496906,4817,15.51153400,982466.96204891,0
1634670000000,63429.96000000,68000.00000000,52708.36000000,64191.27000000,21.50260500,1634673599999,1363693.70605927,6048,18.81008400,1198084.01849954,0
1634673600000,64177.15000000,65787.99000000,60520.00000000,64115.00000000,20.06247200,1634677199999,1285003.85913774,5364,16.63618500,1066857.97456344,0
1634677200000,64115.00000000,65800.00000000,51217.36000000,63929.49000000,19.95618900,1634680799999,1247492.32135688,3720,13.32812700,839852.85448185,0
